id,transportation_mode,provider,starting_point,transportation_class,departure_location,arrival_location,distance,price
236,Plane,Lion Air,Bandar Udara Dofa Benjani Falabisahaya (Bandar Udara Mangole),Business,Maluku Utara,Yogyakarta,2173.4018230230486,4238133.554894945
237,Bus,Mayasari,nearest bus terminal,Economic,Jawa Tengah,Yogyakarta,84.66775283966177,42333.876419830885
238,Plane,Garuda Indonesia,Bandar Udara Bandanaira (Bandar Udara Banda),Suite,Maluku,Yogyakarta,1987.6613976835763,4472238.144788047
239,Plane,Batik Air,Bandar Udara Ahmad Yani,Business,Jawa Timur,Yogyakarta,236.30849522541612,460801.5656895614
240,Plane,Wings Air,Bandar Udara Juwata,Economic,Kalimantan Tengah,Yogyakarta,786.2951946731149,1179442.7920096724
241,Plane,Garuda Indonesia,Bandar Udara Iskandar,Economic,Kalimantan Tengah,Yogyakarta,786.2951946731149,1179442.7920096724
242,Train,PT KAI,Langen,Economic,Tegal,Yogyakarta,170.24107027498275,136192.8562199862
243,Train,PT KAI,Comal,Economic,Pekalongan,Yogyakarta,132.35837071355405,105886.69657084324
244,Plane,Lion Air,Bandar Udara Bintan Baru,Suite,Sumatera Barat,Yogyakarta,1356.2848088436576,3051640.82
245,Bus,Rosalia Indah,nearest bus terminal,Suite,Bali,Yogyakarta,521.9825957538203,391486.9468153652
246,Train,PT KAI,Peterongan,Business,Jombang,Yogyakarta,211.7850913076902,220256.49495999783
247,Plane,Lion Air,Bandar Udara Iskandar,Business,Kalimantan Barat,Yogyakarta,871.3478269442726,1699128.2625413318
248,Train,PT KAI,Cianjur,Business,Cianjur,Yogyakarta,378.0621762662139,393184.6633168624
249,Train,PT KAI,Ambarawa,Economic,Demak,Yogyakarta,120.35665720273047,96285.32576218438
250,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Kendal,Yogyakarta,12213.977221970157,6106988.610985079
251,Plane,Sriwijaya Air,Bandar Udara Cut Nyak Dhien,Suite,Aceh,Yogyakarta,2014.7223682251845,4533125.328506665
252,Plane,Citilink,Bandar Udara Buli,Economic,Maluku Utara,Yogyakarta,2173.4018230230486,3260102.734534573
253,Bus,Nusantara,nearest bus terminal,Economic,Semarang,Yogyakarta,109.37687454139586,54688.437270697934
254,Bus,Sinar Jaya,nearest bus terminal,Economic,Balikpapan,Yogyakarta,1036.1041341055677,518052.06705278385
255,Plane,Sriwijaya Air,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Business,Kalimantan Utara,Yogyakarta,1378.4708290615852,2688018.116670091
256,Bus,Lorena,nearest bus terminal,Suite,Boyolali,Yogyakarta,75.14059220340893,56355.444152556694
257,Train,PT KAI,Ngebruk,Economic,Malang,Yogyakarta,249.9132515073408,199930.60120587263
258,Train,PT KAI,Gembong,Economic,Lamongan,Yogyakarta,236.16326225674064,188930.6098053925
259,Bus,Haryanto,nearest bus terminal,Suite,Jombang,Yogyakarta,211.7850913076902,158838.81848076766
260,Train,PT KAI,Lubuk Buaya,Economic,Padang,Yogyakarta,1356.2769455231717,1085021.5564185374
261,Bus,Budiman,nearest bus terminal,Economic,Maluku Utara,Yogyakarta,2173.4018230230486,1086700.9115115243
262,Train,PT KAI,Klender Baru,Business,Jakarta Timur,Yogyakarta,429.14406523784896,446309.82784736296
263,Train,PT KAI,Bumiayu,Suite,Tegal,Yogyakarta,170.24107027498275,204289.28432997927
264,Plane,Sriwijaya Air,Bandar Udara Bintan Baru,Suite,Kepulauan Riau,Yogyakarta,1077.3258575676762,2423983.1795272715
265,Plane,Batik Air,Bandar Udara Mbay Surabaya II,Suite,Sulawesi Barat,Yogyakarta,1169.3609574565219,2631062.1542771743
266,Train,PT KAI,Ketanggungan,Suite,Brebes,Yogyakarta,192.6946821360098,231233.61856321176
267,Train,PT KAI,Tuban,Business,Tuban,Yogyakarta,222.3379269,231231.44398839158
268,Plane,PT Trigana Air Service,Bandar Udara H. Aroeppala,Business,Sulawesi Tengah,Yogyakarta,1350.2021561312324,2632894.2044559033
269,Plane,Wings Air,Bandar Udara Ngloram (Bandar Udara Blora),Economic,Jawa Timur,Yogyakarta,236.30849522541612,354462.74283812416
270,Plane,Batik Air,Bandar Udara D. C. Saundale d.h. Bandar Udara Lekunik,Economic,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,1709901.1519921075
271,Bus,Mayasari,nearest bus terminal,Economic,Depok,Yogyakarta,428.9755164057098,214487.7582028549
272,Train,PT KAI,Karangantu,Economic,Cilegon,Yogyakarta,523.5899966739782,418871.9973391826
273,Plane,Wings Air,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Business,Kalimantan Utara,Yogyakarta,1378.4708290615852,2688018.116670091
274,Train,PT KAI,Ciamis,Suite,Ciamis,Yogyakarta,228.6536278,274384.35341478244
275,Bus,Budiman,nearest bus terminal,Business,Magetan,Yogyakarta,112.68790797419841,73247.14018322897
276,Bus,Dewi Sri,nearest bus terminal,Economic,Jawa Timur,Yogyakarta,236.30849522541612,118154.24761270806
277,Plane,Sriwijaya Air,Pangkalan Udara Soewondo d.h. Bandar Udara Polonia,Business,DKI Jakarta,Yogyakarta,438.967847,855987.3016872958
278,Bus,Lorena,nearest bus terminal,Suite,Banjar,Yogyakarta,732.5899586046614,549442.4689534961
279,Train,PT KAI,Walikukun,Suite,Ngawi,Yogyakarta,127.1348515271285,152561.8218325542
280,Plane,Citilink,Bandar Udara Internasional Hang Nadim,Business,Lampung,Yogyakarta,684.1841734461109,1334159.1382199163
281,Train,PT KAI,Cikini,Business,Jakarta Pusat,Yogyakarta,437.0517885095066,454533.86004988686
282,Train,PT KAI,Sukorejo,Business,Pasuruan,Yogyakarta,282.6093643740866,293913.7389490501
283,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Sragen,Yogyakarta,91.47727523446306,45738.637617231536
284,Bus,Dewi Sri,nearest bus terminal,Business,Mojokerto,Yogyakarta,241.18707882277067,156771.60123480094
285,Bus,Sinar Jaya,nearest bus terminal,Business,Tasikmalaya,Yogyakarta,260.81634883719096,169530.6267441741
286,Bus,Lorena,nearest bus terminal,Business,Banyumas,Yogyakarta,149.57528698104778,97223.93653768106
287,Bus,Haryanto,nearest bus terminal,Suite,Bekasi,Yogyakarta,419.4694344733886,314602.07585504145
288,Plane,Batik Air,Bandar Udara Binaka,Suite,Riau,Yogyakarta,1355.379546339091,3049603.9792629546
289,Train,PT KAI,Cibinong,Economic,Bogor,Yogyakarta,422.78231889794927,338225.85511835944
290,Train,PT KAI,Blitar,Economic,Blitar,Yogyakarta,198.62929149028835,158903.43319223067
291,Train,PT KAI,Palur,Suite,Karanganyar,Yogyakarta,87.02743185942376,104432.91823130852
292,Train,PT KAI,Benowo,Suite,Mojokerto,Yogyakarta,241.18707882277067,289424.4945873248
293,Bus,Sinar Jaya,nearest bus terminal,Suite,Banjar,Yogyakarta,732.5899586046614,549442.4689534961
294,Train,PT KAI,Sukorejo,Business,Pasuruan,Yogyakarta,282.6093643740866,293913.7389490501
295,Plane,Wings Air,Bandar Udara Juwata,Business,Kalimantan Tengah,Yogyakarta,786.2951946731149,1533275.6296125741
296,Plane,Lion Air,Bandar Udara D. C. Saundale d.h. Bandar Udara Lekunik,Suite,Nusa Tenggara Barat,Yogyakarta,751.9764194127964,1691946.9436787919
297,Train,PT KAI,Manonjaya,Business,Tasikmalaya,Yogyakarta,260.81634883719096,271249.0027906786
298,Train,PT KAI,Daru,Business,Tangerang,Yogyakarta,457.6054446069322,475909.6623912095
299,Plane,Lion Air,Bandar Udara Abdulrachman Saleh,Economic,DKI Jakarta,Yogyakarta,438.967847,658451.7705
300,Plane,Wings Air,Bandar Udara Benjina,Suite,Maluku,Yogyakarta,1987.6613976835763,4472238.144788047
301,Bus,Hiba,nearest bus terminal,Suite,Kendari,Yogyakarta,1415.3805831726015,1061535.437379451
302,Plane,Citilink,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Business,Kalimantan Tengah,Yogyakarta,786.2951946731149,1533275.6296125741
303,Bus,Nusantara,nearest bus terminal,Suite,Banten,Yogyakarta,496.92179636711603,372691.34727533703
304,Bus,Mayasari,nearest bus terminal,Economic,Cianjur,Yogyakarta,378.0621762662139,189031.08813310694
305,Bus,Lorena,nearest bus terminal,Economic,Banjar,Yogyakarta,732.5899586046614,366294.9793023307
306,Bus,Dewi Sri,nearest bus terminal,Economic,Samarinda,Yogyakarta,1117.082440871031,558541.2204355155
307,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Suite,Ciamis,Yogyakarta,228.6536278,171490.2209
308,Train,PT KAI,Cikoya,Suite,Tangerang,Yogyakarta,457.6054446069322,549126.5335283186
309,Plane,Citilink,Bandar Udara Ferdinand Lumban Tobing (Bandar Udara Pinangsori),Suite,Sumatera Selatan,Yogyakarta,877.9380166727185,1975360.5375136165
310,Bus,Budiman,nearest bus terminal,Suite,Sragen,Yogyakarta,91.47727523446306,68607.95642584731
311,Plane,Sriwijaya Air,Bandar Udara Bintan Baru,Economic,Sumatera Utara,Yogyakarta,1659.117501711117,2488676.2525666757
312,Bus,Budiman,nearest bus terminal,Business,Jakarta Selatan,Yogyakarta,435.8189055,283282.2885977169
313,Train,PT KAI,Barat,Economic,Magetan,Yogyakarta,112.68790797419841,90150.32637935872
314,Bus,Dewi Sri,nearest bus terminal,Suite,Boyolali,Yogyakarta,75.14059220340893,56355.444152556694
315,Train,PT KAI,Kramat,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,349641.43080760527
316,Plane,Sriwijaya Air,Bandar Udara Komodo,Suite,Sulawesi Tenggara,Yogyakarta,1349.952163038336,3037392.3668362563
317,Train,PT KAI,Tigaraksa,Suite,Tangerang,Yogyakarta,457.6054446069322,549126.5335283186
318,Train,PT KAI,Bojonegoro,Economic,Bojonegoro,Yogyakarta,179.96708290456277,143973.66632365022
319,Train,PT KAI,Jayakarta,Suite,Jakarta Barat,Yogyakarta,447.8533791485487,537424.0549782584
320,Plane,Wings Air,Bandar Udara Cut Nyak Dhien,Business,Sumatera Utara,Yogyakarta,1659.117501711117,3235279.1283366783
321,Train,PT KAI,Ambarawa,Business,Demak,Yogyakarta,120.35665720273047,125170.9234908397
322,Train,PT KAI,Wadu,Business,Blora,Yogyakarta,160.53000515612763,166951.20536237274
323,Bus,Hiba,nearest bus terminal,Suite,Sragen,Yogyakarta,91.47727523446306,68607.95642584731
324,Train,PT KAI,Cianjur,Economic,Cianjur,Yogyakarta,378.0621762662139,302449.7410129711
325,Bus,Sinar Jaya,nearest bus terminal,Business,Balikpapan,Yogyakarta,1036.1041341055677,673467.6872
326,Train,PT KAI,Cikadongdong,Economic,Bandung Barat,Yogyakarta,347.3558014760002,277884.64118080016
327,Bus,Hiba,nearest bus terminal,Business,Sulawesi Selatan,Yogyakarta,1163.9371824955651,756559.1686221174
328,Plane,NAM Air,Bandar Udara Arung Palakka,Suite,Sulawesi Selatan,Yogyakarta,1163.9371824955651,2618858.6606150214
329,Train,PT KAI,Bowerno,Suite,Bojonegoro,Yogyakarta,179.96708290456277,215960.49948547533
330,Train,PT KAI,Rogojampi,Business,Banyuwangi,Yogyakarta,417.7821639876958,434493.45054720365
331,Train,PT KAI,Sengon,Suite,Pasuruan,Yogyakarta,282.6093643740866,339131.23724890396
332,Train,PT KAI,Tarahan,Business,Bandar Lampung,Yogyakarta,629.7894061501536,654980.9823961598
333,Bus,Mayasari,nearest bus terminal,Suite,Kendal,Yogyakarta,12213.977221970157,9160482.916477619
334,Train,PT KAI,Kotok,Economic,Jember,Yogyakarta,368.1953643126563,294556.29145012505
335,Plane,Garuda Indonesia,Bandar Udara D. C. Saundale d.h. Bandar Udara Lekunik,Suite,Bali,Yogyakarta,521.9825957538203,1174460.8404460957
336,Plane,NAM Air,Bandar Udara Buli,Economic,Maluku Utara,Yogyakarta,2173.4018230230486,3260102.734534573
337,Train,PT KAI,Babat,Suite,Lamongan,Yogyakarta,236.16326225674064,283395.91470808873
338,Plane,NAM Air,Bandar Udara Frans Seda (Bandar Udara Wai Oti) (Bandar Udara Maumere),Economic,Nusa Tenggara Barat,Yogyakarta,751.9764194127964,1127964.6291191946
339,Train,PT KAI,Tasikmalaya,Suite,Tasikmalaya,Yogyakarta,260.81634883719096,312979.6186046292
340,Train,PT KAI,Randu Blatung,Economic,Blora,Yogyakarta,160.53000515612763,128424.0041249021
341,Plane,Batik Air,Pangkalan Udara Soewondo d.h. Bandar Udara Polonia,Business,DKI Jakarta,Yogyakarta,438.967847,855987.3016872958
342,Train,PT KAI,Cipari,Business,Banjar,Yogyakarta,732.5899586046614,761893.5569488478
343,Plane,NAM Air,Bandar Udara Banyuwangi d.h. Bandar Udara Blimbingsari,Economic,Jawa Timur,Yogyakarta,236.30849522541612,354462.74283812416
344,Bus,Mayasari,nearest bus terminal,Suite,Jombang,Yogyakarta,211.7850913076902,158838.81848076766
345,Train,PT KAI,Purwoasri,Economic,Kediri,Yogyakarta,181.49519008042117,145196.15206433693
346,Bus,Sinar Jaya,nearest bus terminal,Suite,Tasikmalaya,Yogyakarta,260.81634883719096,195612.2616278932
347,Plane,Wings Air,Bandar Udara H. Asan,Business,Kalimantan Tengah,Yogyakarta,786.2951946731149,1533275.6296125741
348,Bus,Rosalia Indah,nearest bus terminal,Suite,Magetan,Yogyakarta,112.68790797419841,84515.93098064882
349,Bus,Rosalia Indah,nearest bus terminal,Business,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,740957.1658632467
350,Plane,PT Trigana Air Service,Bandar Udara Iskandar,Suite,Kalimantan Utara,Yogyakarta,1378.4708290615852,3101559.3653885666
351,Bus,Lorena,nearest bus terminal,Suite,Kendal,Yogyakarta,12213.977221970157,9160482.916477619
352,Bus,Budiman,nearest bus terminal,Suite,Wonogiri,Yogyakarta,65.11002664,48832.51998
353,Bus,Mayasari,nearest bus terminal,Economic,Sumatera Utara,Yogyakarta,1659.117501711117,829558.7508555586
354,Plane,Garuda Indonesia,Bandar Udara Pantar (Bandar Udara Kabir),Business,Sulawesi Barat,Yogyakarta,1169.3609574565219,2280253.867040218
355,Bus,Nusantara,nearest bus terminal,Business,Kalimantan Barat,Yogyakarta,871.3478269442726,566376.0875137772
356,Plane,Sriwijaya Air,Bandar Udara Fatmawati Soekarno,Business,Bengkulu,Yogyakarta,997.5854283886057,1945291.585357781
357,Bus,Mayasari,nearest bus terminal,Economic,Sragen,Yogyakarta,91.47727523446306,45738.637617231536
358,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Suite,Bengkulu,Yogyakarta,997.5854283886057,748189.0712914543
359,Bus,Dewi Sri,nearest bus terminal,Business,Sidoarjo,Yogyakarta,259.52981703864833,168694.3810751214
360,Train,PT KAI,Mangkang,Business,Semarang,Yogyakarta,109.37687454139586,113751.9495230517
361,Train,PT KAI,Klari,Economic,Karawang,Yogyakarta,385.72044969812714,308576.3597585017
362,Train,PT KAI,Sumlaran,Business,Lamongan,Yogyakarta,236.16326225674064,245609.79274701027
363,Plane,Citilink,Bandar Udara Depati Amir,Business,Kepulauan Riau,Yogyakarta,1077.3258575676762,2100785.4222569684
364,Bus,Rosalia Indah,nearest bus terminal,Suite,Bekasi,Yogyakarta,419.4694344733886,314602.07585504145
365,Plane,Citilink,Bandar Udara Gusti Sjamsir Alam (Bandar Udara Stagen),Business,Kalimantan Timur,Yogyakarta,1168.2805011804724,2278146.977301921
366,Train,PT KAI,Cianjur,Suite,Cianjur,Yogyakarta,378.0621762662139,453674.6115194566
367,Bus,Hiba,nearest bus terminal,Economic,Ngawi,Yogyakarta,127.1348515271285,63567.42576356425
368,Plane,Batik Air,Bandar Udara Arung Palakka,Business,Sulawesi Selatan,Yogyakarta,1163.9371824955651,2269677.505866352
369,Bus,Haryanto,nearest bus terminal,Suite,Boyolali,Yogyakarta,75.14059220340893,56355.444152556694
370,Plane,Batik Air,Bandar Udara Ngloram (Bandar Udara Blora),Economic,Jawa Timur,Yogyakarta,236.30849522541612,354462.74283812416
371,Bus,Dewi Sri,nearest bus terminal,Business,Sulawesi Tenggara,Yogyakarta,1349.952163038336,877468.9059749184
372,Train,PT KAI,Kramat,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,349641.43080760527
373,Train,PT KAI,Telawa,Business,Brebes,Yogyakarta,192.6946821360098,200402.4694214502
374,Bus,Sinar Jaya,nearest bus terminal,Economic,Bekasi,Yogyakarta,419.4694344733886,209734.7172366943
375,Plane,Lion Air,Bandar Udara Haluoleo (Bandar Udara Wolter Monginsidi),Economic,Sulawesi Tengah,Yogyakarta,1350.2021561312324,2025303.2341968487
376,Train,PT KAI,Geneng,Suite,Ngawi,Yogyakarta,127.1348515271285,152561.8218325542
377,Train,PT KAI,Tenjo,Economic,Bogor,Yogyakarta,422.78231889794927,338225.85511835944
378,Train,PT KAI,Ambarawa,Business,Demak,Yogyakarta,120.35665720273047,125170.9234908397
379,Bus,Nusantara,nearest bus terminal,Business,Kendal,Yogyakarta,12213.977221970157,7939085.194280603
380,Bus,Hiba,nearest bus terminal,Suite,Pekanbaru,Yogyakarta,1365.067141940363,1023800.3564552723
381,Plane,Wings Air,Bandar Udara Iskandar,Business,Kalimantan Tengah,Yogyakarta,786.2951946731149,1533275.6296125741
382,Plane,NAM Air,Bandar Udara Haluoleo (Bandar Udara Wolter Monginsidi),Business,Sulawesi Utara,Yogyakarta,1797.541883,3505206.672210107
383,Bus,Lorena,nearest bus terminal,Economic,Madiun,Yogyakarta,149.62256665123383,74811.28332561691
384,Bus,Lorena,nearest bus terminal,Economic,Banjar,Yogyakarta,732.5899586046614,366294.9793023307
385,Plane,PT Trigana Air Service,Bandar Udara Ahmad Yani,Business,Jawa Barat,Yogyakarta,324.18707186347507,632164.7901337764
386,Plane,Wings Air,Bandar Udara Mali,Suite,Sulawesi Barat,Yogyakarta,1169.3609574565219,2631062.1542771743
387,Bus,Haryanto,nearest bus terminal,Economic,Banjarmasin,Yogyakarta,696.0241488204558,348012.0744102279
388,Plane,Wings Air,Bandar Udara Enggano,Suite,Jambi,Yogyakarta,1080.9267465522385,2432085.1797425365
389,Train,PT KAI,Kebayoran,Business,Jakarta Selatan,Yogyakarta,435.8189055,453251.6618
390,Bus,Lorena,nearest bus terminal,Business,Sumatera Utara,Yogyakarta,1659.117501711117,1078426.3761122262
391,Plane,Citilink,Bandar Udara Iskandar,Economic,Kalimantan Timur,Yogyakarta,1168.2805011804724,1752420.7517707085
392,Bus,Rosalia Indah,nearest bus terminal,Business,Ngawi,Yogyakarta,127.1348515271285,82637.65349263353
393,Train,PT KAI,Kemayoran,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,349641.43080760527
394,Bus,Nusantara,nearest bus terminal,Business,Bengkulu,Yogyakarta,997.5854283886057,648430.5284525937
395,Bus,Lorena,nearest bus terminal,Business,Sumatera Selatan,Yogyakarta,877.9380166727185,570659.7108
396,Bus,Sinar Jaya,nearest bus terminal,Economic,Garut,Yogyakarta,284.8266176301042,142413.3088150521
397,Bus,Hiba,nearest bus terminal,Economic,Magetan,Yogyakarta,112.68790797419841,56343.95398709921
398,Train,PT KAI,Dawuan,Economic,Karawang,Yogyakarta,385.72044969812714,308576.3597585017
399,Bus,Lorena,nearest bus terminal,Business,Sukabumi,Yogyakarta,413.1162545173275,268525.56543626287
400,Bus,Mayasari,nearest bus terminal,Business,Cilacap,Yogyakarta,181.58843556889718,118032.48311978317
401,Plane,Citilink,Bandar Udara Binaka,Suite,Kepulauan Riau,Yogyakarta,1077.3258575676762,2423983.1795272715
402,Bus,Dewi Sri,nearest bus terminal,Economic,Probolinggo,Yogyakarta,324.1913946350937,162095.69731754684
403,Plane,Lion Air,Bandar Udara Ahmad Yani,Business,Jawa Timur,Yogyakarta,236.30849522541612,460801.5656895614
404,Train,PT KAI,Cisaat,Business,Sukabumi,Yogyakarta,413.1162545173275,429640.9046980206
405,Train,PT KAI,Brumbung,Economic,Demak,Yogyakarta,120.35665720273047,96285.32576218438
406,Train,PT KAI,Depok Baru,Suite,Depok,Yogyakarta,428.9755164057098,514770.61968685174
407,Train,PT KAI,Garahan,Economic,Jember,Yogyakarta,368.1953643126563,294556.29145012505
408,Plane,NAM Air,Bandar Udara Abdulrachman Saleh,Suite,DKI Jakarta,Yogyakarta,438.967847,987677.6557930335
409,Bus,Dewi Sri,nearest bus terminal,Business,Cimahi,Yogyakarta,334.9202108675686,217698.13706391957
410,Train,PT KAI,Sungai Lagoa,Suite,Jakarta Utara,Yogyakarta,433.7601399791081,520512.1679749297
411,Bus,Nusantara,nearest bus terminal,Business,Indramayu,Yogyakarta,848.6203775741213,551603.2454231789
412,Plane,Wings Air,Bandar Udara Gusti Sjamsir Alam (Bandar Udara Stagen),Economic,Kalimantan Timur,Yogyakarta,1168.2805011804724,1752420.7517707085
413,Plane,Citilink,Bandar Udara Haji Muhammad Sidik,Economic,Kalimantan Utara,Yogyakarta,1378.4708290615852,2067706.2435923778
414,Plane,Garuda Indonesia,Bandar Udara Iskandar,Economic,Kalimantan Tengah,Yogyakarta,786.2951946731149,1179442.7920096724
415,Train,PT KAI,Sepanjang,Suite,Sidoarjo,Yogyakarta,259.52981703864833,311435.7804
416,Bus,Dewi Sri,nearest bus terminal,Business,Karawang,Yogyakarta,385.72044969812714,250718.29230378265
417,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Lampung,Yogyakarta,684.1841734461109,342092.08672305546
418,Bus,Rosalia Indah,nearest bus terminal,Economic,Jambi,Yogyakarta,1080.9267465522385,540463.3732761192
419,Plane,NAM Air,Bandar Udara Iskandar,Business,Kalimantan Utara,Yogyakarta,1378.4708290615852,2688018.116670091
420,Train,PT KAI,Cikarang,Economic,Bekasi,Yogyakarta,419.4694344733886,335575.5475787109
421,Plane,Lion Air,Bandar Udara Iskandar,Business,Kalimantan Timur,Yogyakarta,1168.2805011804724,2278146.977301921
422,Plane,Citilink,Bandar Udara Adisucipto,Business,DKI Jakarta,Yogyakarta,438.967847,855987.3016872958
423,Bus,Nusantara,nearest bus terminal,Business,Banten,Yogyakarta,496.92179636711603,322999.1676386254
424,Plane,Wings Air,Bandar Udara Adisucipto,Business,DKI Jakarta,Yogyakarta,438.967847,855987.3016872958
425,Bus,Dewi Sri,nearest bus terminal,Business,Mataram,Yogyakarta,635.8472587039132,413300.71815754357
426,Train,PT KAI,Pucuk,Suite,Lamongan,Yogyakarta,236.16326225674064,283395.91470808873
427,Bus,Lorena,nearest bus terminal,Economic,Sukabumi,Yogyakarta,413.1162545173275,206558.12725866374
428,Train,PT KAI,Ledokombo,Suite,Jember,Yogyakarta,368.1953643126563,441834.4371751876
429,Bus,Dewi Sri,nearest bus terminal,Economic,Kalimantan Utara,Yogyakarta,1378.4708290615852,689235.4145307926
430,Plane,PT Trigana Air Service,Bandar Udara Bobong,Suite,Maluku Utara,Yogyakarta,2173.4018230230486,4890154.101801859
431,Plane,Batik Air,Bandar Udara H.A.S. Hanandjoeddin d.h. Bandar Udara Buluh Tumbang,Business,Sumatera Selatan,Yogyakarta,877.9380166727185,1711979.132511801
432,Train,PT KAI,Mojokerto,Economic,Mojokerto,Yogyakarta,241.18707882277067,192949.66305821654
433,Train,PT KAI,Haurgeulis,Economic,Indramayu,Yogyakarta,848.6203775741213,678896.3020592971
434,Train,PT KAI,Rawa Buaya,Suite,Jakarta Barat,Yogyakarta,447.8533791485487,537424.0549782584
435,Bus,Nusantara,nearest bus terminal,Suite,Jakarta Pusat,Yogyakarta,437.0517885095066,327788.84138212993
436,Bus,Sinar Jaya,nearest bus terminal,Economic,Blitar,Yogyakarta,198.62929149028835,99314.64574514418
437,Train,PT KAI,Sroyo,Suite,Bojonegoro,Yogyakarta,179.96708290456277,215960.49948547533
438,Plane,Citilink,Bandar Udara Dabo,Suite,Aceh,Yogyakarta,2014.7223682251845,4533125.328506665
439,Bus,Sinar Jaya,nearest bus terminal,Suite,Jawa Tengah,Yogyakarta,84.66775283966177,63500.814629746324
440,Bus,Dewi Sri,nearest bus terminal,Business,Cianjur,Yogyakarta,378.0621762662139,245740.41457303902
441,Bus,Hiba,nearest bus terminal,Business,Kepulauan Riau,Yogyakarta,1077.3258575676762,700261.8074189895
442,Train,PT KAI,Cikarang,Suite,Bekasi,Yogyakarta,419.4694344733886,503363.32136806636
443,Train,PT KAI,Cikarang,Suite,Bekasi,Yogyakarta,419.4694344733886,503363.32136806636
444,Train,PT KAI,Ambarawa,Business,Demak,Yogyakarta,120.35665720273047,125170.9234908397
445,Train,PT KAI,Tanggulangin,Business,Sidoarjo,Yogyakarta,259.52981703864833,269911.00972019427
446,Train,PT KAI,Gembong,Economic,Lamongan,Yogyakarta,236.16326225674064,188930.6098053925
447,Plane,Wings Air,Bandar Udara Abdulrachman Saleh,Economic,DKI Jakarta,Yogyakarta,438.967847,658451.7705
448,Plane,Wings Air,Bandar Udara Ahmad Yani,Business,Jawa Barat,Yogyakarta,324.18707186347507,632164.7901337764
449,Train,PT KAI,Tarik,Suite,Sidoarjo,Yogyakarta,259.52981703864833,311435.7804
450,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Suite,Pasuruan,Yogyakarta,282.6093643740866,211957.02328056496
451,Train,PT KAI,Citeras,Suite,Lebak,Yogyakarta,484.56524675423674,581478.2961
452,Plane,Citilink,Bandar Udara Binuang,Suite,Kalimantan Selatan,Yogyakarta,786.7319481865729,1770146.8834197891
453,Plane,Citilink,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Economic,Kalimantan Utara,Yogyakarta,1378.4708290615852,2067706.2435923778
454,Bus,Sinar Jaya,nearest bus terminal,Business,Kalimantan Utara,Yogyakarta,1378.4708290615852,896006.0388900305
455,Plane,Lion Air,Bandar Udara El Tari,Suite,Nusa Tenggara Barat,Yogyakarta,751.9764194127964,1691946.9436787919
456,Train,PT KAI,Ngawi,Economic,Ngawi,Yogyakarta,127.1348515271285,101707.8812217028
457,Bus,Hiba,nearest bus terminal,Suite,Bengkulu,Yogyakarta,997.5854283886057,748189.0712914543
458,Train,PT KAI,Sukoharjo,Business,Sragen,Yogyakarta,91.47727523446306,95136.36624384159
459,Train,PT KAI,Cisaat,Economic,Sukabumi,Yogyakarta,413.1162545173275,330493.0036
460,Bus,Dewi Sri,nearest bus terminal,Business,Boyolali,Yogyakarta,75.14059220340893,48841.384932215806
461,Train,PT KAI,Probolinggo,Business,Probolinggo,Yogyakarta,324.1913946350937,337159.0504204974
462,Plane,Wings Air,Bandar Udara Buli,Economic,Maluku,Yogyakarta,1987.6613976835763,2981492.0965253646
463,Train,PT KAI,Cikini,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,349641.43080760527
464,Bus,Mayasari,nearest bus terminal,Economic,Tasikmalaya,Yogyakarta,260.81634883719096,130408.17441859547
465,Bus,Haryanto,nearest bus terminal,Economic,Batang,Yogyakarta,4355.101666817891,2177550.8334089452
466,Bus,Lorena,nearest bus terminal,Economic,Demak,Yogyakarta,120.35665720273047,60178.32860136524
467,Train,PT KAI,Benowo,Economic,Mojokerto,Yogyakarta,241.18707882277067,192949.66305821654
468,Bus,Dewi Sri,nearest bus terminal,Economic,Bali,Yogyakarta,521.9825957538203,260991.29787691016
469,Bus,Nusantara,nearest bus terminal,Suite,Madiun,Yogyakarta,149.62256665123383,112216.92498842537
470,Train,PT KAI,Pondok Cina,Business,Depok,Yogyakarta,428.9755164057098,446134.5370619382
471,Plane,Citilink,Bandar Udara Bobong,Economic,Maluku,Yogyakarta,1987.6613976835763,2981492.0965253646
472,Train,PT KAI,Maseng,Suite,Bogor,Yogyakarta,422.78231889794927,507338.78267753916
473,Bus,Nusantara,nearest bus terminal,Suite,Ternate,Yogyakarta,11547.374859761849,8660531.144821387
